slug,article_url,youtube_url,status,reason
category-website-builder-tools,https://smileaireviewhub.com/category/website-builder-tools/,https://youtu.be/uzF59t2ETE0,already_exists,render_status already has this YouTube URL; verified in site_output
category-writing-tools,https://smileaireviewhub.com/category/writing-tools/,https://youtu.be/tUPPLMuSkwE,already_exists,render_status already has this YouTube URL; verified in site_output
chatgpt,https://smileaireviewhub.com/chatgpt/,,skipped,missing YouTube URL
claude,https://smileaireviewhub.com/claude/,,skipped,missing YouTube URL
compare-activecampaign-vs-mailchimp,https://smileaireviewhub.com/compare/activecampaign-vs-mailchimp/,https://youtu.be/F8JLDaA9-fU,already_exists,render_status already has this YouTube URL; verified in site_output
compare-canva-vs-adcreative-ai,https://smileaireviewhub.com/compare/canva-vs-adcreative-ai/,https://youtu.be/UWB0_As8Wc0,already_exists,render_status already has this YouTube URL; verified in site_output
compare-chatgpt-vs-claude,https://smileaireviewhub.com/compare/chatgpt-vs-claude/,https://youtu.be/hWOrIFvSyMA,already_exists,render_status already has this YouTube URL; verified in site_output
compare-cursor-vs-github-copilot,https://smileaireviewhub.com/compare/cursor-vs-github-copilot/,https://youtu.be/uv0r8obfpjw,already_exists,render_status already has this YouTube URL; verified in site_output
compare-cursor-vs-github-copilot-2026,https://smileaireviewhub.com/compare/cursor-vs-github-copilot-2026/,https://youtu.be/L7wz3Z09QRM,already_exists,render_status already has this YouTube URL; verified in site_output
compare-cursor-vs-windsurf,https://smileaireviewhub.com/compare/cursor-vs-windsurf/,https://youtu.be/_-Syvuy4D94,already_exists,render_status already has this YouTube URL; verified in site_output
compare-github-copilot-vs-codeium,https://smileaireviewhub.com/compare/github-copilot-vs-codeium/,,skipped,missing YouTube URL
compare-grammarly-vs-quillbot,https://smileaireviewhub.com/compare/grammarly-vs-quillbot/,,skipped,missing YouTube URL
compare-jasper-vs-copy-ai,https://smileaireviewhub.com/compare/jasper-vs-copy-ai/,,skipped,missing YouTube URL
compare-make-vs-zapier,https://smileaireviewhub.com/compare/make-vs-zapier/,,skipped,missing YouTube URL
compare-semrush-vs-ahrefs,https://smileaireviewhub.com/compare/semrush-vs-ahrefs/,,skipped,missing YouTube URL
compare-surfer-seo-vs-frase,https://smileaireviewhub.com/comparisons/surfer-seo-vs-frase/,https://youtu.be/jhn2t-qJMkY,already_exists,render_status already has this YouTube URL; verified in site_output
compare-synthesia-vs-pictory,https://smileaireviewhub.com/compare/synthesia-vs-pictory/,,skipped,missing YouTube URL
copy-ai,https://smileaireviewhub.com/copy-ai/,,skipped,missing YouTube URL
cursor,https://smileaireviewhub.com/cursor/,,skipped,missing YouTube URL
descript,https://smileaireviewhub.com/descript/,,skipped,missing YouTube URL
durable,https://smileaireviewhub.com/durable/,,skipped,missing YouTube URL
elevenlabs,https://smileaireviewhub.com/elevenlabs/,,skipped,missing YouTube URL
framer,https://smileaireviewhub.com/framer/,,skipped,missing YouTube URL
frase,https://smileaireviewhub.com/frase/,,skipped,missing YouTube URL
gamma,https://smileaireviewhub.com/gamma/,,skipped,missing YouTube URL
gemini,https://smileaireviewhub.com/gemini/,,skipped,missing YouTube URL
github-copilot,https://smileaireviewhub.com/github-copilot/,,skipped,missing YouTube URL
hidden-ai-infrastructure-companies-2026,https://smileaireviewhub.com/hidden-ai-infrastructure-companies-2026/,https://youtu.be/zdQCqWSv4fM,already_exists,render_status already has this YouTube URL; verified in site_output
hubspot,https://smileaireviewhub.com/hubspot/,,skipped,missing YouTube URL
jasper,https://smileaireviewhub.com/jasper/,,skipped,missing YouTube URL
jasper-ai,https://smileaireviewhub.com/jasper-ai/,,skipped,missing YouTube URL
lovable,https://smileaireviewhub.com/lovable/,,skipped,missing YouTube URL
make,https://smileaireviewhub.com/make/,,skipped,missing YouTube URL
midjourney,https://smileaireviewhub.com/midjourney/,,skipped,missing YouTube URL
notion,https://smileaireviewhub.com/notion/,,skipped,missing YouTube URL
notion-ai,https://smileaireviewhub.com/notion-ai/,,skipped,missing YouTube URL
perplexity,https://smileaireviewhub.com/perplexity/,,skipped,missing YouTube URL
pipedrive,https://smileaireviewhub.com/pipedrive/,,skipped,missing YouTube URL
pipedrive-crm,https://smileaireviewhub.com/pipedrive-crm/,,skipped,missing YouTube URL
pricing-activecampaign,https://smileaireviewhub.com/pricing/activecampaign/,,skipped,missing YouTube URL
pricing-canva,https://smileaireviewhub.com/pricing/canva/,,skipped,missing YouTube URL
pricing-cursor,https://smileaireviewhub.com/pricing/cursor/,,skipped,missing YouTube URL
pricing-github-copilot,https://smileaireviewhub.com/pricing/github-copilot/,,skipped,missing YouTube URL
pricing-grammarly,https://smileaireviewhub.com/pricing/grammarly/,,skipped,missing YouTube URL
pricing-mailchimp,https://smileaireviewhub.com/pricing/mailchimp/,,skipped,missing YouTube URL
pricing-make,https://smileaireviewhub.com/pricing/make/,,skipped,missing YouTube URL
pricing-pictory,https://smileaireviewhub.com/pricing/pictory/,,skipped,missing YouTube URL
pricing-semrush,https://smileaireviewhub.com/pricing/semrush/,,skipped,missing YouTube URL
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,https://youtu.be/jWnyDTWniHU,already_exists,render_status already has this YouTube URL; verified in site_output
pricing-zapier,https://smileaireviewhub.com/pricing/zapier/,,skipped,missing YouTube URL
reclaim-ai,https://smileaireviewhub.com/reclaim-ai/,,skipped,missing YouTube URL
replit,https://smileaireviewhub.com/replit/,,skipped,missing YouTube URL
review-activecampaign,https://smileaireviewhub.com/review/activecampaign/,https://youtu.be/JFf3AzWnJi8,already_exists,render_status already has this YouTube URL; verified in site_output
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,https://youtu.be/vzw9kB56f5g,already_exists,render_status already has this YouTube URL; verified in site_output
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,https://youtu.be/pPPuXN1ELCg,already_exists,render_status already has this YouTube URL; verified in site_output
review-ahrefs-ai,https://smileaireviewhub.com/review/ahrefs-ai/,https://youtu.be/Y7fSXqbdizM,already_exists,render_status already has this YouTube URL; verified in site_output
review-aweber-review-2026,https://smileaireviewhub.com/aweber-review-2026/,https://youtu.be/ETacDOtgYRI,already_exists,render_status already has this YouTube URL; verified in site_output
review-beehiiv-review-2026,https://smileaireviewhub.com/beehiiv-review-2026/,,skipped,missing YouTube URL
review-bolt,https://smileaireviewhub.com/review/bolt/,,skipped,missing YouTube URL
review-bolt-ai-review-2026,https://smileaireviewhub.com/bolt-ai-review-2026/,https://youtu.be/XbMZi9BATq4,already_exists,render_status already has this YouTube URL; verified in site_output
review-brevo-review-2026,https://smileaireviewhub.com/brevo-review-2026/,https://youtu.be/ZymOIDGp2h4,already_exists,render_status already has this YouTube URL; verified in site_output
review-bunny-net-review-2026,https://smileaireviewhub.com/bunny-net-review-2026/,,skipped,missing YouTube URL
review-canva,https://smileaireviewhub.com/review/canva/,,skipped,missing YouTube URL
review-chatgpt,https://smileaireviewhub.com/review/chatgpt/,https://youtu.be/E3pYHYHZIqk,already_exists,render_status already has this YouTube URL; verified in site_output
review-claude,https://smileaireviewhub.com/review/claude/,,skipped,missing YouTube URL
review-clickfunnels-review-2026,https://smileaireviewhub.com/clickfunnels-review-2026/,https://youtu.be/QUTjvi4szcU,already_exists,render_status already has this YouTube URL; verified in site_output
review-constant-contact-review-2026,https://smileaireviewhub.com/constant-contact-review-2026/,https://youtu.be/pmqpYFdJPiY,already_exists,render_status already has this YouTube URL; verified in site_output
review-convertkit-review-2026,https://smileaireviewhub.com/convertkit-review-2026/,https://youtu.be/k3N3TqFHGFs,already_exists,render_status already has this YouTube URL; verified in site_output
review-copy-ai,https://smileaireviewhub.com/review/copy-ai/,,skipped,missing YouTube URL
review-cursor,https://smileaireviewhub.com/review/cursor/,,skipped,missing YouTube URL
review-descript,https://smileaireviewhub.com/review/descript/,,skipped,missing YouTube URL
review-durable,https://smileaireviewhub.com/review/durable/,,skipped,missing YouTube URL
review-durable-ai-review-2026,https://smileaireviewhub.com/review/durable-ai-review-2026/,https://youtu.be/ujUi8iT5XqA,already_exists,render_status already has this YouTube URL; verified in site_output
review-elevenlabs,https://smileaireviewhub.com/review/elevenlabs/,,skipped,missing YouTube URL
review-fathom-analytics-review-2026,https://smileaireviewhub.com/fathom-analytics-review-2026/,,skipped,missing YouTube URL
review-framer,https://smileaireviewhub.com/review/framer/,,skipped,missing YouTube URL
review-frase,https://smileaireviewhub.com/review/frase/,,skipped,missing YouTube URL
review-gamma,https://smileaireviewhub.com/review/gamma/,,skipped,missing YouTube URL
review-gemini,https://smileaireviewhub.com/review/gemini/,,skipped,missing YouTube URL
review-getresponse-review-2026,https://smileaireviewhub.com/getresponse-review-2026/,https://youtu.be/ykNNAwSg4jE,already_exists,render_status already has this YouTube URL; verified in site_output
review-github-copilot,https://smileaireviewhub.com/review/github-copilot/,,skipped,missing YouTube URL
review-grammarly-review-2026,https://smileaireviewhub.com/grammarly-review-2026/,https://youtu.be/YIToXwFJAKo,already_exists,render_status already has this YouTube URL; verified in site_output
review-hostinger-website-builder-review-2026,https://smileaireviewhub.com/hostinger-website-builder-review-2026/,https://youtu.be/mqpESSAwFKc,already_exists,render_status already has this YouTube URL; verified in site_output
review-hubspot,https://smileaireviewhub.com/review/hubspot/,,skipped,missing YouTube URL
review-hubspot-review-2026,https://smileaireviewhub.com/hubspot-review-2026/,https://youtu.be/jNO_V5dLzPs,already_exists,render_status already has this YouTube URL; verified in site_output
review-jasper,https://smileaireviewhub.com/review/jasper/,,skipped,missing YouTube URL
review-jasper-ai,https://smileaireviewhub.com/review/jasper-ai/,,skipped,missing YouTube URL
review-jasper-ai-review-2026,https://smileaireviewhub.com/jasper-ai-review-2026/,https://youtu.be/3EW_AYh4mm8,already_exists,render_status already has this YouTube URL; verified in site_output
review-keysearch-review-2026,https://smileaireviewhub.com/keysearch-review-2026/,,skipped,missing YouTube URL
review-leadpages-review-2026,https://smileaireviewhub.com/leadpages-review-2026/,https://youtu.be/IZi46Pc58cY,already_exists,render_status already has this YouTube URL; verified in site_output
review-link-whisper-review-2026,https://smileaireviewhub.com/link-whisper-review-2026/,,skipped,missing YouTube URL
review-lovable,https://smileaireviewhub.com/review/lovable/,,skipped,missing YouTube URL
review-lowfruits-review-2026,https://smileaireviewhub.com/lowfruits-review-2026/,,skipped,missing YouTube URL
review-mailerlite-review-2026,https://smileaireviewhub.com/mailerlite-review-2026/,https://youtu.be/G3qiemm2W4g,already_exists,render_status already has this YouTube URL; verified in site_output
review-make,https://smileaireviewhub.com/review/make/,,skipped,missing YouTube URL
review-mangools-review-2026,https://smileaireviewhub.com/mangools-review-2026/,https://youtu.be/YjwtH6czsno,already_exists,render_status already has this YouTube URL; verified in site_output
review-midjourney,https://smileaireviewhub.com/review/midjourney/,,skipped,missing YouTube URL
review-moz-review-2026,https://smileaireviewhub.com/moz-review-2026/,https://youtu.be/c1OEkwn9kPw,already_exists,render_status already has this YouTube URL; verified in site_output
review-neuronwriter-review-2026,https://smileaireviewhub.com/neuronwriter-review-2026/,,skipped,missing YouTube URL
review-notion,https://smileaireviewhub.com/review/notion/,,skipped,missing YouTube URL
review-notion-ai,https://smileaireviewhub.com/review/notion-ai/,,skipped,missing YouTube URL
review-perplexity,https://smileaireviewhub.com/review/perplexity/,,skipped,missing YouTube URL
review-pipedrive,https://smileaireviewhub.com/review/pipedrive/,,skipped,missing YouTube URL
review-pipedrive-crm,https://smileaireviewhub.com/review/pipedrive-crm/,,skipped,missing YouTube URL
review-plausible-analytics-review-2026,https://smileaireviewhub.com/plausible-analytics-review-2026/,,skipped,missing YouTube URL
review-reclaim-ai,https://smileaireviewhub.com/review/reclaim-ai/,,skipped,missing YouTube URL
review-replit,https://smileaireviewhub.com/review/replit/,,skipped,missing YouTube URL
review-runway,https://smileaireviewhub.com/review/runway/,,skipped,missing YouTube URL
review-se-ranking-review-2026,https://smileaireviewhub.com/se-ranking-review-2026/,https://youtu.be/1KjPOJL9uCg,already_exists,render_status already has this YouTube URL; verified in site_output
review-semrush,https://smileaireviewhub.com/review/semrush/,,skipped,missing YouTube URL
review-semrush-ai,https://smileaireviewhub.com/review/semrush-ai/,,skipped,missing YouTube URL
review-semrush-vs-ahrefs-2026,https://smileaireviewhub.com/compare/semrush-vs-ahrefs/,https://youtu.be/TNgQV7mYzEE,already_exists,render_status already has this YouTube URL; verified in site_output
review-senja-review-2026,https://smileaireviewhub.com/senja-review-2026/,,skipped,missing YouTube URL
review-serpstat-review-2026,https://smileaireviewhub.com/serpstat-review-2026/,https://youtu.be/Db2dCc-WAyI,already_exists,render_status already has this YouTube URL; verified in site_output
review-surfer-seo,https://smileaireviewhub.com/review/surfer-seo/,https://youtu.be/cS2q4st2kWo?si=z5E0aer1Y83CZOUX,already_exists,render_status already has this YouTube URL; verified in site_output
review-surfer-seo-alternatives,https://smileaireviewhub.com/surfer-seo-alternatives/,https://youtu.be/Ih17LSEQOTo,already_exists,render_status already has this YouTube URL; verified in site_output
review-surfer-seo-review-2026,https://smileaireviewhub.com/review/surfer-seo-review-2026/,https://youtu.be/cSNVtPQuPJs,already_exists,render_status already has this YouTube URL; verified in site_output
review-synthesia,https://smileaireviewhub.com/review/synthesia/,,skipped,missing YouTube URL
review-systeme-io-review-2026,https://smileaireviewhub.com/systeme-io-review-2026/,https://youtu.be/p9JV3Fw15XU,already_exists,render_status already has this YouTube URL; verified in site_output
review-tally-forms-review-2026,https://smileaireviewhub.com/tally-forms-review-2026/,,skipped,missing YouTube URL
review-trackdesk-review-2026,https://smileaireviewhub.com/trackdesk-review-2026/,https://youtu.be/MGvlXP-Gffw,already_exists,render_status already has this YouTube URL; verified in site_output
review-ubersuggest-review-2026,https://smileaireviewhub.com/ubersuggest-review-2026/,https://youtu.be/FO1RQ9JGkQs,already_exists,render_status already has this YouTube URL; verified in site_output
review-unbounce-review-2026,https://smileaireviewhub.com/unbounce-review-2026/,https://youtu.be/Y7jf3hucJPc,already_exists,render_status already has this YouTube URL; verified in site_output
review-webflow,https://smileaireviewhub.com/review/webflow/,,skipped,missing YouTube URL
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,,skipped,missing YouTube URL
review-windsurf,https://smileaireviewhub.com/review/windsurf/,,skipped,missing YouTube URL
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,https://youtu.be/koodHfEir5k,already_exists,render_status already has this YouTube URL; verified in site_output
review-wordtune-review-2026,https://smileaireviewhub.com/wordtune-review-2026/,https://youtu.be/Ti5Tnd9U2VA,already_exists,render_status already has this YouTube URL; verified in site_output
review-zapier,https://smileaireviewhub.com/review/zapier/,,skipped,missing YouTube URL
review-zapier-alternatives,https://smileaireviewhub.com/zapier-alternatives/,https://youtu.be/YSe2XphI--g,already_exists,render_status already has this YouTube URL; verified in site_output
runway,https://smileaireviewhub.com/runway/,,skipped,missing YouTube URL
semrush,https://smileaireviewhub.com/semrush/,,skipped,missing YouTube URL
semrush-ai,https://smileaireviewhub.com/semrush-ai/,,skipped,missing YouTube URL
skillspector-review-2026,https://smileaireviewhub.com/skillspector-review-2026/,https://youtu.be/CuGIfnOxJ4k,already_exists,render_status already has this YouTube URL; verified in site_output
surfer-seo,https://smileaireviewhub.com/surfer-seo/,,skipped,missing YouTube URL
surfer-seo-free-trial,https://smileaireviewhub.com/surfer-seo-free-trial/,https://youtu.be/QvBAePIQfVI,already_exists,render_status already has this YouTube URL; verified in site_output
surfer-seo-vs-clearscope,https://smileaireviewhub.com/surfer-seo-vs-clearscope/,https://youtu.be/Mn_GzD1qjxA,already_exists,render_status already has this YouTube URL; verified in site_output
synthesia,https://smileaireviewhub.com/synthesia/,,skipped,missing YouTube URL
webflow,https://smileaireviewhub.com/webflow/,,skipped,missing YouTube URL
webflow-ai,https://smileaireviewhub.com/webflow-ai/,,skipped,missing YouTube URL
webflow-pros-and-cons,https://smileaireviewhub.com/webflow-pros-and-cons/,https://youtu.be/ssjzOKvitsw,already_exists,render_status already has this YouTube URL; verified in site_output
windsurf,https://smileaireviewhub.com/windsurf/,,skipped,missing YouTube URL
zapier,https://smileaireviewhub.com/zapier/,,skipped,missing YouTube URL
zapier-pricing,https://smileaireviewhub.com/zapier-pricing/,https://youtu.be/rTju4eaZwtw,already_exists,render_status already has this YouTube URL; verified in site_output
self-hosting-guide-review-2026,https://smileaireviewhub.com/self-hosting-guide-review-2026/,https://youtu.be/d6fjctFFck4,already_exists,render_status already has this YouTube URL; verified in site_output
agent-reach-review-2026,https://smileaireviewhub.com/agent-reach-review-2026/,https://youtu.be/vvA3gCKpk3U,already_exists,render_status already has this YouTube URL; verified in site_output
ai-engineering-from-scratch-review-2026,https://smileaireviewhub.com/ai-engineering-from-scratch-review-2026/,https://youtu.be/eMy1qehRb1E,already_exists,render_status already has this YouTube URL; verified in site_output
cua-review-2026,https://smileaireviewhub.com/cua-review-2026/,https://youtu.be/Cyx3j6iG4Do,already_exists,render_status already has this YouTube URL; verified in site_output
ai-productivity-software-comparison,https://smileaireviewhub.com/ai-productivity-software-comparison/,https://youtu.be/ZYHStgt9fPo,already_exists,render_status already has this YouTube URL; verified in site_output
ai-seo-software-comparison,https://smileaireviewhub.com/ai-seo-software-comparison/,https://youtu.be/3053s8twQfU,already_exists,render_status already has this YouTube URL; verified in site_output
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,https://youtu.be/cFoXxCvqQE0,already_exists,render_status already has this YouTube URL; verified in site_output
ai-design-software-comparison,https://smileaireviewhub.com/ai-design-software-comparison/,https://youtu.be/N5cTPtdCBSA,already_exists,render_status already has this YouTube URL; verified in site_output
ai-image-software-comparison,https://smileaireviewhub.com/ai-image-software-comparison/,https://youtu.be/b4ZmOsiPyrQ,already_exists,render_status already has this YouTube URL; verified in site_output
ai-meeting-software-comparison,https://smileaireviewhub.com/ai-meeting-software-comparison/,https://youtu.be/buM4YFaQvcE,already_exists,render_status already has this YouTube URL; verified in site_output
