offer_id,brand_name,niche,keyword_group,keyword,intent_score,competition_level,estimated_cpc,match_type
semrush,Semrush,AI SEO,comparison_keywords,best ai seo tools,82,Medium,3.2,phrase
semrush,Semrush,AI SEO,comparison_keywords,ai seo software comparison,82,Medium,3.2,phrase
semrush,Semrush,AI SEO,alternatives_keywords,ai seo alternatives,78,Medium,3.2,phrase
semrush,Semrush,AI SEO,alternatives_keywords,affordable ai seo platform,78,Medium,3.2,phrase
semrush,Semrush,AI SEO,problem_solution_keywords,how to automate ai seo,68,Medium,3.2,phrase
semrush,Semrush,AI SEO,problem_solution_keywords,solve ai seo workflow,68,Medium,3.2,phrase
semrush,Semrush,AI SEO,negative_keywords,free,0,Medium,0.0,negative
semrush,Semrush,AI SEO,negative_keywords,crack,0,Medium,0.0,negative
semrush,Semrush,AI SEO,negative_keywords,nulled,0,Medium,0.0,negative
semrush,Semrush,AI SEO,negative_keywords,coupon code,0,Medium,0.0,negative
semrush,Semrush,AI SEO,negative_keywords,torrent,0,Medium,0.0,negative
semrush,Semrush,AI SEO,negative_keywords,job,0,Medium,0.0,negative
semrush,Semrush,AI SEO,negative_keywords,salary,0,Medium,0.0,negative
elevenlabs,ElevenLabs,AI Voice,buyer_keywords,best ai voice software,90,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,buyer_keywords,ai voice tool for business,90,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,review_keywords,ai voice software review,84,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,review_keywords,ai voice tool reviews,84,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,comparison_keywords,best ai voice tools,82,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,comparison_keywords,ai voice software comparison,82,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,alternatives_keywords,ai voice alternatives,78,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,alternatives_keywords,affordable ai voice platform,78,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,problem_solution_keywords,how to automate ai voice,68,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,problem_solution_keywords,solve ai voice workflow,68,Medium,3.2,phrase
elevenlabs,ElevenLabs,AI Voice,negative_keywords,free,0,Medium,0.0,negative
elevenlabs,ElevenLabs,AI Voice,negative_keywords,crack,0,Medium,0.0,negative
elevenlabs,ElevenLabs,AI Voice,negative_keywords,nulled,0,Medium,0.0,negative
elevenlabs,ElevenLabs,AI Voice,negative_keywords,coupon code,0,Medium,0.0,negative
elevenlabs,ElevenLabs,AI Voice,negative_keywords,torrent,0,Medium,0.0,negative
elevenlabs,ElevenLabs,AI Voice,negative_keywords,job,0,Medium,0.0,negative
elevenlabs,ElevenLabs,AI Voice,negative_keywords,salary,0,Medium,0.0,negative
zapier,Zapier,Automation,buyer_keywords,best automation software,90,Medium,3.2,phrase
zapier,Zapier,Automation,buyer_keywords,automation tool for business,90,Medium,3.2,phrase
zapier,Zapier,Automation,review_keywords,automation software review,84,Medium,3.2,phrase
zapier,Zapier,Automation,review_keywords,automation tool reviews,84,Medium,3.2,phrase
zapier,Zapier,Automation,comparison_keywords,best automation tools,82,Medium,3.2,phrase
zapier,Zapier,Automation,comparison_keywords,automation software comparison,82,Medium,3.2,phrase
zapier,Zapier,Automation,alternatives_keywords,automation alternatives,78,Medium,3.2,phrase
zapier,Zapier,Automation,alternatives_keywords,affordable automation platform,78,Medium,3.2,phrase
zapier,Zapier,Automation,problem_solution_keywords,how to automate automation,68,Medium,3.2,phrase
zapier,Zapier,Automation,problem_solution_keywords,solve automation workflow,68,Medium,3.2,phrase
zapier,Zapier,Automation,negative_keywords,free,0,Medium,0.0,negative
zapier,Zapier,Automation,negative_keywords,crack,0,Medium,0.0,negative
zapier,Zapier,Automation,negative_keywords,nulled,0,Medium,0.0,negative
zapier,Zapier,Automation,negative_keywords,coupon code,0,Medium,0.0,negative
zapier,Zapier,Automation,negative_keywords,torrent,0,Medium,0.0,negative
zapier,Zapier,Automation,negative_keywords,job,0,Medium,0.0,negative
zapier,Zapier,Automation,negative_keywords,salary,0,Medium,0.0,negative
webflow-ai,Webflow AI,Website Builder,buyer_keywords,best website builder software,90,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,buyer_keywords,website builder tool for business,90,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,review_keywords,website builder software review,84,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,review_keywords,website builder tool reviews,84,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,comparison_keywords,best website builder tools,82,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,comparison_keywords,website builder software comparison,82,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,alternatives_keywords,website builder alternatives,78,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,alternatives_keywords,affordable website builder platform,78,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,problem_solution_keywords,how to automate website builder,68,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,problem_solution_keywords,solve website builder workflow,68,Medium,3.2,phrase
webflow-ai,Webflow AI,Website Builder,negative_keywords,free,0,Medium,0.0,negative
webflow-ai,Webflow AI,Website Builder,negative_keywords,crack,0,Medium,0.0,negative
webflow-ai,Webflow AI,Website Builder,negative_keywords,nulled,0,Medium,0.0,negative
webflow-ai,Webflow AI,Website Builder,negative_keywords,coupon code,0,Medium,0.0,negative
webflow-ai,Webflow AI,Website Builder,negative_keywords,torrent,0,Medium,0.0,negative
webflow-ai,Webflow AI,Website Builder,negative_keywords,job,0,Medium,0.0,negative
webflow-ai,Webflow AI,Website Builder,negative_keywords,salary,0,Medium,0.0,negative
hubspot,HubSpot,CRM,buyer_keywords,best crm software,90,High,5.4,phrase
hubspot,HubSpot,CRM,buyer_keywords,crm tool for business,90,High,5.4,phrase
hubspot,HubSpot,CRM,review_keywords,crm software review,84,High,5.4,phrase
hubspot,HubSpot,CRM,review_keywords,crm tool reviews,84,High,5.4,phrase
hubspot,HubSpot,CRM,comparison_keywords,best crm tools,82,High,5.4,phrase
hubspot,HubSpot,CRM,comparison_keywords,crm software comparison,82,High,5.4,phrase
hubspot,HubSpot,CRM,alternatives_keywords,crm alternatives,78,High,5.4,phrase
hubspot,HubSpot,CRM,alternatives_keywords,affordable crm platform,78,High,5.4,phrase
hubspot,HubSpot,CRM,problem_solution_keywords,how to automate crm,68,High,5.4,phrase
hubspot,HubSpot,CRM,problem_solution_keywords,solve crm workflow,68,High,5.4,phrase
hubspot,HubSpot,CRM,negative_keywords,free,0,High,0.0,negative
hubspot,HubSpot,CRM,negative_keywords,crack,0,High,0.0,negative
hubspot,HubSpot,CRM,negative_keywords,nulled,0,High,0.0,negative
hubspot,HubSpot,CRM,negative_keywords,coupon code,0,High,0.0,negative
hubspot,HubSpot,CRM,negative_keywords,torrent,0,High,0.0,negative
hubspot,HubSpot,CRM,negative_keywords,job,0,High,0.0,negative
hubspot,HubSpot,CRM,negative_keywords,salary,0,High,0.0,negative
reclaim-ai,Reclaim AI,AI Meeting,buyer_keywords,best ai meeting software,90,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,buyer_keywords,ai meeting tool for business,90,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,review_keywords,ai meeting software review,84,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,review_keywords,ai meeting tool reviews,84,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,comparison_keywords,best ai meeting tools,82,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,comparison_keywords,ai meeting software comparison,82,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,alternatives_keywords,ai meeting alternatives,78,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,alternatives_keywords,affordable ai meeting platform,78,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,problem_solution_keywords,how to automate ai meeting,68,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,problem_solution_keywords,solve ai meeting workflow,68,Medium,3.2,phrase
reclaim-ai,Reclaim AI,AI Meeting,negative_keywords,free,0,Medium,0.0,negative
reclaim-ai,Reclaim AI,AI Meeting,negative_keywords,crack,0,Medium,0.0,negative
reclaim-ai,Reclaim AI,AI Meeting,negative_keywords,nulled,0,Medium,0.0,negative
reclaim-ai,Reclaim AI,AI Meeting,negative_keywords,coupon code,0,Medium,0.0,negative
reclaim-ai,Reclaim AI,AI Meeting,negative_keywords,torrent,0,Medium,0.0,negative
reclaim-ai,Reclaim AI,AI Meeting,negative_keywords,job,0,Medium,0.0,negative
reclaim-ai,Reclaim AI,AI Meeting,negative_keywords,salary,0,Medium,0.0,negative
webflow,Webflow,Website Builder,buyer_keywords,best website builder software,90,Medium,3.2,phrase
webflow,Webflow,Website Builder,buyer_keywords,website builder tool for business,90,Medium,3.2,phrase
webflow,Webflow,Website Builder,review_keywords,website builder software review,84,Medium,3.2,phrase
webflow,Webflow,Website Builder,review_keywords,website builder tool reviews,84,Medium,3.2,phrase
webflow,Webflow,Website Builder,comparison_keywords,best website builder tools,82,Medium,3.2,phrase
webflow,Webflow,Website Builder,comparison_keywords,website builder software comparison,82,Medium,3.2,phrase
webflow,Webflow,Website Builder,alternatives_keywords,website builder alternatives,78,Medium,3.2,phrase
webflow,Webflow,Website Builder,alternatives_keywords,affordable website builder platform,78,Medium,3.2,phrase
webflow,Webflow,Website Builder,problem_solution_keywords,how to automate website builder,68,Medium,3.2,phrase
webflow,Webflow,Website Builder,problem_solution_keywords,solve website builder workflow,68,Medium,3.2,phrase
webflow,Webflow,Website Builder,negative_keywords,free,0,Medium,0.0,negative
webflow,Webflow,Website Builder,negative_keywords,crack,0,Medium,0.0,negative
webflow,Webflow,Website Builder,negative_keywords,nulled,0,Medium,0.0,negative
webflow,Webflow,Website Builder,negative_keywords,coupon code,0,Medium,0.0,negative
webflow,Webflow,Website Builder,negative_keywords,torrent,0,Medium,0.0,negative
webflow,Webflow,Website Builder,negative_keywords,job,0,Medium,0.0,negative
webflow,Webflow,Website Builder,negative_keywords,salary,0,Medium,0.0,negative
cursor,Cursor,AI Coding,buyer_keywords,best ai coding software,90,Medium,3.2,phrase
cursor,Cursor,AI Coding,buyer_keywords,ai coding tool for business,90,Medium,3.2,phrase
cursor,Cursor,AI Coding,review_keywords,ai coding software review,84,Medium,3.2,phrase
cursor,Cursor,AI Coding,review_keywords,ai coding tool reviews,84,Medium,3.2,phrase
cursor,Cursor,AI Coding,comparison_keywords,best ai coding tools,82,Medium,3.2,phrase
cursor,Cursor,AI Coding,comparison_keywords,ai coding software comparison,82,Medium,3.2,phrase
cursor,Cursor,AI Coding,alternatives_keywords,ai coding alternatives,78,Medium,3.2,phrase
cursor,Cursor,AI Coding,alternatives_keywords,affordable ai coding platform,78,Medium,3.2,phrase
cursor,Cursor,AI Coding,problem_solution_keywords,how to automate ai coding,68,Medium,3.2,phrase
cursor,Cursor,AI Coding,problem_solution_keywords,solve ai coding workflow,68,Medium,3.2,phrase
cursor,Cursor,AI Coding,negative_keywords,free,0,Medium,0.0,negative
cursor,Cursor,AI Coding,negative_keywords,crack,0,Medium,0.0,negative
cursor,Cursor,AI Coding,negative_keywords,nulled,0,Medium,0.0,negative
cursor,Cursor,AI Coding,negative_keywords,coupon code,0,Medium,0.0,negative
cursor,Cursor,AI Coding,negative_keywords,torrent,0,Medium,0.0,negative
cursor,Cursor,AI Coding,negative_keywords,job,0,Medium,0.0,negative
cursor,Cursor,AI Coding,negative_keywords,salary,0,Medium,0.0,negative
notion-ai,Notion AI,AI Productivity,buyer_keywords,best ai productivity software,90,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,buyer_keywords,ai productivity tool for business,90,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,review_keywords,ai productivity software review,84,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,review_keywords,ai productivity tool reviews,84,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,comparison_keywords,best ai productivity tools,82,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,comparison_keywords,ai productivity software comparison,82,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,alternatives_keywords,ai productivity alternatives,78,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,alternatives_keywords,affordable ai productivity platform,78,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,problem_solution_keywords,how to automate ai productivity,68,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,problem_solution_keywords,solve ai productivity workflow,68,Medium,3.2,phrase
notion-ai,Notion AI,AI Productivity,negative_keywords,free,0,Medium,0.0,negative
notion-ai,Notion AI,AI Productivity,negative_keywords,crack,0,Medium,0.0,negative
notion-ai,Notion AI,AI Productivity,negative_keywords,nulled,0,Medium,0.0,negative
notion-ai,Notion AI,AI Productivity,negative_keywords,coupon code,0,Medium,0.0,negative
notion-ai,Notion AI,AI Productivity,negative_keywords,torrent,0,Medium,0.0,negative
notion-ai,Notion AI,AI Productivity,negative_keywords,job,0,Medium,0.0,negative
notion-ai,Notion AI,AI Productivity,negative_keywords,salary,0,Medium,0.0,negative
framer,Framer,Website Builder,buyer_keywords,best website builder software,90,Medium,3.2,phrase
framer,Framer,Website Builder,buyer_keywords,website builder tool for business,90,Medium,3.2,phrase
framer,Framer,Website Builder,review_keywords,website builder software review,84,Medium,3.2,phrase
framer,Framer,Website Builder,review_keywords,website builder tool reviews,84,Medium,3.2,phrase
framer,Framer,Website Builder,comparison_keywords,best website builder tools,82,Medium,3.2,phrase
framer,Framer,Website Builder,comparison_keywords,website builder software comparison,82,Medium,3.2,phrase
framer,Framer,Website Builder,alternatives_keywords,website builder alternatives,78,Medium,3.2,phrase
framer,Framer,Website Builder,alternatives_keywords,affordable website builder platform,78,Medium,3.2,phrase
framer,Framer,Website Builder,problem_solution_keywords,how to automate website builder,68,Medium,3.2,phrase
framer,Framer,Website Builder,problem_solution_keywords,solve website builder workflow,68,Medium,3.2,phrase
framer,Framer,Website Builder,negative_keywords,free,0,Medium,0.0,negative
framer,Framer,Website Builder,negative_keywords,crack,0,Medium,0.0,negative
framer,Framer,Website Builder,negative_keywords,nulled,0,Medium,0.0,negative
framer,Framer,Website Builder,negative_keywords,coupon code,0,Medium,0.0,negative
framer,Framer,Website Builder,negative_keywords,torrent,0,Medium,0.0,negative
framer,Framer,Website Builder,negative_keywords,job,0,Medium,0.0,negative
framer,Framer,Website Builder,negative_keywords,salary,0,Medium,0.0,negative
durable,Durable,Website Builder,buyer_keywords,best website builder software,90,Medium,3.2,phrase
durable,Durable,Website Builder,buyer_keywords,website builder tool for business,90,Medium,3.2,phrase
durable,Durable,Website Builder,review_keywords,website builder software review,84,Medium,3.2,phrase
durable,Durable,Website Builder,review_keywords,website builder tool reviews,84,Medium,3.2,phrase
durable,Durable,Website Builder,comparison_keywords,best website builder tools,82,Medium,3.2,phrase
durable,Durable,Website Builder,comparison_keywords,website builder software comparison,82,Medium,3.2,phrase
durable,Durable,Website Builder,alternatives_keywords,website builder alternatives,78,Medium,3.2,phrase
durable,Durable,Website Builder,alternatives_keywords,affordable website builder platform,78,Medium,3.2,phrase
durable,Durable,Website Builder,problem_solution_keywords,how to automate website builder,68,Medium,3.2,phrase
durable,Durable,Website Builder,problem_solution_keywords,solve website builder workflow,68,Medium,3.2,phrase
durable,Durable,Website Builder,negative_keywords,free,0,Medium,0.0,negative
durable,Durable,Website Builder,negative_keywords,crack,0,Medium,0.0,negative
durable,Durable,Website Builder,negative_keywords,nulled,0,Medium,0.0,negative
durable,Durable,Website Builder,negative_keywords,coupon code,0,Medium,0.0,negative
durable,Durable,Website Builder,negative_keywords,torrent,0,Medium,0.0,negative
durable,Durable,Website Builder,negative_keywords,job,0,Medium,0.0,negative
durable,Durable,Website Builder,negative_keywords,salary,0,Medium,0.0,negative
gamma,Gamma,AI Productivity,buyer_keywords,best ai productivity software,90,Medium,3.2,phrase
gamma,Gamma,AI Productivity,buyer_keywords,ai productivity tool for business,90,Medium,3.2,phrase
gamma,Gamma,AI Productivity,review_keywords,ai productivity software review,84,Medium,3.2,phrase
gamma,Gamma,AI Productivity,review_keywords,ai productivity tool reviews,84,Medium,3.2,phrase
gamma,Gamma,AI Productivity,comparison_keywords,best ai productivity tools,82,Medium,3.2,phrase
gamma,Gamma,AI Productivity,comparison_keywords,ai productivity software comparison,82,Medium,3.2,phrase
gamma,Gamma,AI Productivity,alternatives_keywords,ai productivity alternatives,78,Medium,3.2,phrase
gamma,Gamma,AI Productivity,alternatives_keywords,affordable ai productivity platform,78,Medium,3.2,phrase
gamma,Gamma,AI Productivity,problem_solution_keywords,how to automate ai productivity,68,Medium,3.2,phrase
gamma,Gamma,AI Productivity,problem_solution_keywords,solve ai productivity workflow,68,Medium,3.2,phrase
gamma,Gamma,AI Productivity,negative_keywords,free,0,Medium,0.0,negative
gamma,Gamma,AI Productivity,negative_keywords,crack,0,Medium,0.0,negative
gamma,Gamma,AI Productivity,negative_keywords,nulled,0,Medium,0.0,negative
gamma,Gamma,AI Productivity,negative_keywords,coupon code,0,Medium,0.0,negative
gamma,Gamma,AI Productivity,negative_keywords,torrent,0,Medium,0.0,negative
gamma,Gamma,AI Productivity,negative_keywords,job,0,Medium,0.0,negative
gamma,Gamma,AI Productivity,negative_keywords,salary,0,Medium,0.0,negative
adcreative-ai,AdCreative AI,Marketing,buyer_keywords,best marketing software,90,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,buyer_keywords,marketing tool for business,90,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,review_keywords,marketing software review,84,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,review_keywords,marketing tool reviews,84,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,comparison_keywords,best marketing tools,82,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,comparison_keywords,marketing software comparison,82,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,alternatives_keywords,marketing alternatives,78,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,alternatives_keywords,affordable marketing platform,78,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,problem_solution_keywords,how to automate marketing,68,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,problem_solution_keywords,solve marketing workflow,68,Medium,3.2,phrase
adcreative-ai,AdCreative AI,Marketing,negative_keywords,free,0,Medium,0.0,negative
adcreative-ai,AdCreative AI,Marketing,negative_keywords,crack,0,Medium,0.0,negative
adcreative-ai,AdCreative AI,Marketing,negative_keywords,nulled,0,Medium,0.0,negative
adcreative-ai,AdCreative AI,Marketing,negative_keywords,coupon code,0,Medium,0.0,negative
adcreative-ai,AdCreative AI,Marketing,negative_keywords,torrent,0,Medium,0.0,negative
adcreative-ai,AdCreative AI,Marketing,negative_keywords,job,0,Medium,0.0,negative
adcreative-ai,AdCreative AI,Marketing,negative_keywords,salary,0,Medium,0.0,negative
jasper,Jasper,AI Writing,buyer_keywords,best ai writing software,90,High,5.4,phrase
jasper,Jasper,AI Writing,buyer_keywords,ai writing tool for business,90,High,5.4,phrase
jasper,Jasper,AI Writing,review_keywords,ai writing software review,84,High,5.4,phrase
jasper,Jasper,AI Writing,review_keywords,ai writing tool reviews,84,High,5.4,phrase
jasper,Jasper,AI Writing,comparison_keywords,best ai writing tools,82,High,5.4,phrase
jasper,Jasper,AI Writing,comparison_keywords,ai writing software comparison,82,High,5.4,phrase
jasper,Jasper,AI Writing,alternatives_keywords,ai writing alternatives,78,High,5.4,phrase
jasper,Jasper,AI Writing,alternatives_keywords,affordable ai writing platform,78,High,5.4,phrase
jasper,Jasper,AI Writing,problem_solution_keywords,how to automate ai writing,68,High,5.4,phrase
jasper,Jasper,AI Writing,problem_solution_keywords,solve ai writing workflow,68,High,5.4,phrase
jasper,Jasper,AI Writing,negative_keywords,free,0,High,0.0,negative
jasper,Jasper,AI Writing,negative_keywords,crack,0,High,0.0,negative
jasper,Jasper,AI Writing,negative_keywords,nulled,0,High,0.0,negative
jasper,Jasper,AI Writing,negative_keywords,coupon code,0,High,0.0,negative
jasper,Jasper,AI Writing,negative_keywords,torrent,0,High,0.0,negative
jasper,Jasper,AI Writing,negative_keywords,job,0,High,0.0,negative
jasper,Jasper,AI Writing,negative_keywords,salary,0,High,0.0,negative
jasper-ai,Jasper AI,AI Writing,buyer_keywords,best ai writing software,90,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,buyer_keywords,ai writing tool for business,90,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,review_keywords,ai writing software review,84,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,review_keywords,ai writing tool reviews,84,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,comparison_keywords,best ai writing tools,82,High,5.4,phrase
jasper-ai,Jasper AI,AI Writing,comparison_keywords,ai writing software comparison,82,High,5.4,phrase
