page,title_or_slug,impressions,clicks,ctr,avg_position,cta_clicks,go_clicks,internal_links_count,priority_score,recommended_action
/durable/,"Durable Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,47,10,monitor
/editorial-policy/,Editorial Policy - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,14,10,monitor
/elevenlabs-pricing/,Pricing ElevenLabs: những điểm cần kiểm tra trước khi mua - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,47,10,monitor
/elevenlabs/,"ElevenLabs Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,45,10,monitor
/email-capture-setup/,Email Capture Setup - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,15,10,monitor
/email-marketing-alternatives/,Best Email Marketing Alternatives for 2026 - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,50,10,monitor
/email-marketing-software-review/,Email Marketing Software Review: Research-Style Review for 2026 - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,52,10,monitor
/facebook-test/,Facebook Browser Test - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,44,10,monitor
/formspree-setup/,Formspree Setup for Email Capture - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,15,10,monitor
/framer/,"Framer Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,47,10,monitor
/frase/,"Frase Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,42,10,monitor
/gamma/,"Gamma Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,47,10,monitor
/gemini/,"Gemini Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,43,10,monitor
/github-copilot-pricing/,Pricing GitHub Copilot: những điểm cần kiểm tra trước khi mua - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,45,10,monitor
/github-copilot/,"GitHub Copilot Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,49,10,monitor
/how-we-review-tools/,How We Review Tools - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,48,10,monitor
/hub/ai-automation/,AI Automation Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,51,10,monitor
/hub/ai-coding/,AI Coding Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,55,10,monitor
/hub/ai-presentation/,AI Presentation Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,53,10,monitor
/hub/ai-seo/,AI SEO Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,55,10,monitor
/hub/ai-video/,AI Video Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,54,10,monitor
/hub/ai-voice/,AI Voice Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,52,10,monitor
/hub/ai-writing/,AI Writing Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,62,10,monitor
/hub/crm/,CRM Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,53,10,monitor
/hub/email-marketing/,Email Marketing Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,59,10,monitor
/hub/marketing/,AI Marketing Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,66,10,monitor
/hub/productivity/,AI Productivity Tools Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,59,10,monitor
/hub/website-builders/,Website Builders Hub - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,57,10,monitor
/hubs/,Hubs - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,57,10,monitor
/hubspot/,"HubSpot Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,48,10,monitor
/jasper-ai/,"Jasper AI Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,53,10,monitor
/jasper-pricing/,Pricing Jasper: những điểm cần kiểm tra trước khi mua - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,49,10,monitor
/jasper/,"Jasper Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,53,10,monitor
/lovable/,"Lovable Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,42,10,monitor
/make-pricing/,Pricing Make: những điểm cần kiểm tra trước khi mua - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,46,10,monitor
/make/,"Make Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,46,10,monitor
/marketing-alternatives/,Best Marketing Alternatives for 2026 - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,49,10,monitor
/media-kit/,Media Kit - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,48,10,monitor
/midjourney/,"Midjourney Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,42,10,monitor
/notion-ai/,"Notion AI Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,53,10,monitor
/notion/,"Notion Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,53,10,monitor
/perplexity/,"Perplexity Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,44,10,monitor
/pipedrive-crm/,"Pipedrive CRM Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,48,10,monitor
/pipedrive/,"Pipedrive Review: Features, Pros, Cons, Pricing Notes",0,0,0.0,0.0,0,0,49,10,monitor
/pricing/,Pricing Guides - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,53,10,monitor
/pricing/activecampaign/,"ActiveCampaign Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,48,10,monitor
/pricing/canva/,"Canva Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,49,10,monitor
/pricing/cursor/,"Cursor Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,48,10,monitor
/pricing/github-copilot/,"GitHub Copilot Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,48,10,monitor
/pricing/grammarly/,"Grammarly Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,50,10,monitor
/pricing/mailchimp/,"Mailchimp Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,50,10,monitor
/pricing/make/,"Make Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,49,10,monitor
/pricing/pictory/,"Pictory Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,52,10,monitor
/pricing/semrush/,"Semrush Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,49,10,monitor
/pricing/zapier/,"Zapier Pricing Guide: Plans, Trial Notes, and Buying Risks - MS Smile AI Review Hub",0,0,0.0,0.0,0,0,49,10,monitor
/privacy-policy/,Privacy Policy - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,47,10,monitor
/privacy/,Privacy Policy - MS Smile AI Review Hub,0,0,0.0,0.0,0,0,50,10,monitor
