url,in_sitemap,page_type,priority,reason,suggested_action
https://smileaireviewhub.com/comparisons/notion-vs-clickup/,yes,comparison,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/comparisons/perplexity-vs-chatgpt/,yes,comparison,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/comparisons/runway-vs-pika/,yes,comparison,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/comparisons/semrush-vs-ahrefs/,yes,comparison,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/comparisons/synthesia-vs-heygen/,yes,comparison,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/comparisons/windsurf-vs-copilot/,yes,comparison,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/contact/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/copy-ai/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/crm-alternatives/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/cursor-ai-review-a-practical-guide-for-developers-and-ai-coders/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/cursor-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/descript/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/disclosure/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/durable/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/elevenlabs-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/email-marketing-alternatives/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/email-marketing-software-review/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/framer/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/gamma/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/github-copilot-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/how-we-review-tools/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/ai-automation/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/ai-coding/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/ai-presentation/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/ai-seo/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/ai-video/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/ai-voice/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/ai-writing/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/crm/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/email-marketing/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/marketing/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/productivity/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hub/website-builders/,yes,hub,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hubs/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/hubspot/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/jasper-ai/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/jasper-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/jasper/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/make-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/marketing-alternatives/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/marketing-software-review/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/notion-ai/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/notion/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pipedrive-crm/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pipedrive/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/activecampaign/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/canva/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/cursor/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/github-copilot/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/grammarly/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/mailchimp/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/make/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/pictory/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/semrush/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/pricing/zapier/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/privacy-policy/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/privacy/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/productivity-alternatives/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/reclaim-ai/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/activecampaign/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/adcreative-ai/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/canva/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/copy-ai/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/cursor/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/descript/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/durable/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/elevenlabs/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/framer/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/gamma/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/github-copilot/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/hubspot/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/jasper-ai/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/jasper/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/make/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/notion-ai/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/notion/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/pipedrive-crm/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/pipedrive/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/reclaim-ai/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/runway/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/semrush/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/surfer-seo/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/synthesia/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/webflow-ai/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/webflow/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/review/zapier/,yes,review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/reviews/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/runway/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/semrush-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/surfer-seo-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/surfer-seo/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/synthesia/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/terms/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/testing-methodology/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/webflow-ai/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/webflow/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/website-builder-alternatives/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/website-builder-software-review/,yes,article_or_review,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
https://smileaireviewhub.com/zapier-pricing/,yes,pricing,normal,Included in final SEO sitemap,Let Google crawl through sitemap and internal links
